"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","TTPD","TCPD","WTPD","INPD","name","value","choice","TT_C","TC_C","WT_C","IN_C","TT_A","TC_A","WT_A","IN_A","TT_B","TC_B","WT_B","IN_B"
429,"R_2TyEc55i5B6Au8B",388,28,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,2,2,2,1,1,1,0,0,0,1,0,45,7,720,100,"M1Q7","C",1,45,7,720,100,54,4.2,720,102.5,31.5,9.8,729,102.5
429,"R_2TyEc55i5B6Au8B",388,28,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,2,2,2,1,1,1,0,0,0,1,0,45,7,720,100,"M1Q8","B",3,45,7,720,100,31.5,7,702,98.75,58.5,5.6,720,101.25
429,"R_2TyEc55i5B6Au8B",388,28,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,2,2,2,1,1,1,0,0,0,1,0,45,7,720,100,"M1Q9","C",1,45,7,720,100,45,9.8,711,101.25,36,4.2,729,100
429,"R_2TyEc55i5B6Au8B",388,28,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,1,2,2,2,1,1,1,0,0,0,1,0,45,7,720,100,"M1Q10","C",1,45,7,720,100,45,4.2,738,102.5,54,9.8,711,102.5
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q1","B",3,35,14,480,250,45.5,16.8,494,253.65,35,14,466,242.71
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q2","A",2,35,14,480,250,42,8.4,494,257.29,42,16.8,466,253.65
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q3","A",2,35,14,480,250,28,11.2,466,242.71,28,16.8,494,250
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q4","C",1,35,14,480,250,24.5,16.8,487,246.35,42,11.2,466,246.35
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q5","A",2,35,14,480,250,42,19.6,473,250,24.5,8.4,480,246.35
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q6","C",1,35,14,480,250,28,14,480,242.71,45.5,16.8,494,253.65
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q7","C",1,35,14,480,250,42,8.4,480,257.29,24.5,19.6,487,257.29
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q8","A",2,35,14,480,250,24.5,14,466,246.35,45.5,11.2,480,253.65
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q9","A",2,35,14,480,250,35,19.6,473,253.65,28,8.4,487,250
430,"R_1FrKkuM70NmQkuk",404,32,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,1,0,0,1,0,0,35,14,480,250,"M1Q10","A",2,35,14,480,250,35,8.4,494,257.29,42,19.6,473,257.29
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q1","C",1,27,2,480,98,35.1,2.4,490.8,99.1,27,2,469.2,95.79
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q2","A",2,27,2,480,98,32.4,1.2,490.8,100.21,32.4,2.4,469.2,99.1
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q3","C",1,27,2,480,98,21.6,1.6,469.2,95.79,21.6,2.4,490.8,98
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q4","C",1,27,2,480,98,18.9,2.4,485.4,96.9,32.4,1.6,469.2,96.9
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q5","B",3,27,2,480,98,32.4,2.8,474.6,98,18.9,1.2,480,96.9
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q6","C",1,27,2,480,98,21.6,2,480,95.79,35.1,2.4,490.8,99.1
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q7","A",2,27,2,480,98,32.4,1.2,480,100.21,18.9,2.8,485.4,100.21
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q8","B",3,27,2,480,98,18.9,2,469.2,96.9,35.1,1.6,480,99.1
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q9","B",3,27,2,480,98,27,2.8,474.6,99.1,21.6,1.2,485.4,98
431,"R_2OO3IVkWojVOycY",601,57,0,0,1,0,1,0,1,0,0,1,0,3,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,0,1,-1,-1,-2,-1,-1,2,0,1,0,0,1,0,27,2,480,98,"M1Q10","A",2,27,2,480,98,27,1.2,490.8,100.21,32.4,2.8,474.6,100.21
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q1","C",1,50,6,480,195,65,7.2,500,199.06,50,6,460,186.87
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q2","A",2,50,6,480,195,60,3.6,500,203.13,60,7.2,460,199.06
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q3","A",2,50,6,480,195,40,4.8,460,186.87,40,7.2,500,195
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q4","C",1,50,6,480,195,35,7.2,490,190.94,60,4.8,460,190.94
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q5","B",3,50,6,480,195,60,8.4,470,195,35,3.6,480,190.94
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q6","C",1,50,6,480,195,40,6,480,186.87,65,7.2,500,199.06
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q7","A",2,50,6,480,195,60,3.6,480,203.13,35,8.4,490,203.13
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q8","A",2,50,6,480,195,35,6,460,190.94,65,4.8,480,199.06
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q9","C",1,50,6,480,195,50,8.4,470,199.06,40,3.6,490,195
432,"R_1mQoFXTDFicn6i5",570,65,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,1,0,1,2,1,2,1,0,0,0,1,0,50,6,480,195,"M1Q10","A",2,50,6,480,195,50,3.6,500,203.13,60,8.4,470,203.13
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q1","B",3,90,10,480,150,100,12.5,500,156.25,100,11.5,460,150
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q2","A",2,90,10,480,150,90,10,470,143.75,105,11.5,500,156.25
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q3","A",2,90,10,480,150,75,10,470,143.75,105,12.5,490,156.25
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q4","B",3,90,10,480,150,100,7.5,470,146.87,75,10,470,143.75
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q5","C",1,90,10,480,150,105,11.5,490,153.13,75,10,480,143.75
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q6","C",1,90,10,480,150,80,12.5,490,153.13,100,7.5,490,153.13
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q7","A",2,90,10,480,150,75,8.5,500,146.87,90,8.5,460,146.87
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q8","A",2,90,10,480,150,105,8.5,480,156.25,80,12.5,490,156.25
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q9","A",2,90,10,480,150,80,12.5,480,153.13,90,7.5,500,153.13
433,"R_RDYotlAT4Je4UZH",505,53,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,2,2,2,1,-2,1,0,0,0,1,0,90,10,480,150,"M3Q10","B",3,90,10,480,150,90,11.5,460,150,80,7.5,470,146.87
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q1","A",2,90,5.83,480,91.67,100,8.33,500,95.49,100,7.33,460,91.67
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q2","C",1,90,5.83,480,91.67,90,5.83,470,87.85,105,7.33,500,95.49
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q3","A",2,90,5.83,480,91.67,75,5.83,470,87.85,105,8.33,490,95.49
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q4","A",2,90,5.83,480,91.67,100,3.33,470,89.76,75,5.83,470,87.85
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q5","A",2,90,5.83,480,91.67,105,7.33,490,93.58,75,5.83,480,87.85
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q6","C",1,90,5.83,480,91.67,80,8.33,490,93.58,100,3.33,490,93.58
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q7","C",1,90,5.83,480,91.67,75,4.33,500,89.76,90,4.33,460,89.76
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q8","A",2,90,5.83,480,91.67,105,4.33,480,95.49,80,8.33,490,95.49
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q9","C",1,90,5.83,480,91.67,80,8.33,480,93.58,90,3.33,500,93.58
434,"R_1dAWCZVptTnkdvE",484,37,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,6,6,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,-1,-1,1,2,1,1,0,0,0,1,0,90,5.83,480,91.67,"M3Q10","C",1,90,5.83,480,91.67,90,7.33,460,91.67,80,3.33,470,89.76
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q1","B",3,10,0,450,65,13,0,450,65.29,10,0,454,65.58
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q2","C",1,10,0,450,65,8,0,454,65,8,0,446,64.71
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q3","C",1,10,0,450,65,7,0,446,64.71,12,0,454,65.58
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q4","A",2,10,0,450,65,13,0,450,65.29,13,0,448,65
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q5","A",2,10,0,450,65,7,0,448,64.42,8,0,454,65
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q6","C",1,10,0,450,65,8,0,452,65,12,0,450,65.29
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q7","C",1,10,0,450,65,12,0,446,64.71,7,0,450,64.42
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q8","B",3,10,0,450,65,10,0,446,64.42,13,0,452,65.29
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q9","A",2,10,0,450,65,12,0,448,65.58,7,0,452,65.58
435,"R_5j0K24NRLqR0VOx",608,52,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,2,NA,1,1,1,2,0,1,0,1,0,0,10,0,450,65,"M2Q10","C",1,10,0,450,65,7,0,452,64.71,10,0,446,64.71
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q1","C",1,30,2.4,480,100,39,2.88,492,101.25,30,2.4,468,97.5
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q2","C",1,30,2.4,480,100,36,1.44,492,102.5,36,2.88,468,101.25
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q3","C",1,30,2.4,480,100,24,1.92,468,97.5,24,2.88,492,100
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q4","C",1,30,2.4,480,100,21,2.88,486,98.75,36,1.92,468,98.75
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q5","C",1,30,2.4,480,100,36,3.36,474,100,21,1.44,480,98.75
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q6","C",1,30,2.4,480,100,24,2.4,480,97.5,39,2.88,492,101.25
436,"R_1FmGlRfYgDdcDEK",775,32,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,30,2.4,480,100,"M1Q7","C",1,30,2.4,480,100,36,1.44,480,102.5,21,3.36,486,102.5
