"ID","ResponseId","DurationSec","AGE1","AGE2_18_29","AGE2_30_44","AGE2_45_59","AGE2_60_UP","GEND_Male","GEND_Female","RACE_White","RACE_Other","EDUC_L_HS","EDUC_Bach","EDUC_Mast","HHADULTS","HHKIDS","HHWORKERS","HHINC_000_050","HHINC_050_100","HHINC_100__UP","PLACETYPE_Urban","PLACETYPE_Sub_Urban","PLACETYPE_Suburban","PLACETYPE_Rural_all","WDAYS","CDAYS","COMMUTE_YesCurrently","COMMUTE_NoUsedTo","MODE_AutoD","MODE_AutoP","MODE_Transit","MODE_Walk","MODE_Bike","PARKCOST_Yes","PARKCOST_No","TOLLCOST_Yes","TOLLCOST_No","TIMEDEP_Morning","TIMEDEP_AfterEveNight","FLEXWORK_Yes","FLEXWORK_No","FLEXINC_Yes","FLEXINC_No","PRIMWORK_Yes","PRIMWORK_No","IMP_TT","IMP_TC","IMP_WT","IMP_IN","SAT_WORK","SAT_COMM","ENJOYWC_Work","ENJOYWC_Comm","IDEALTT_00___","IDEALTT_01_05","IDEALTT_06_15","IDEALTT_15_UP","M1Q1","M1Q2","M1Q3","M1Q4","M1Q5","M1Q6","M1Q7","M1Q8","M1Q9","M1Q10","M2Q1","M2Q2","M2Q3","M2Q4","M2Q5","M2Q6","M2Q7","M2Q8","M2Q9","M2Q10","M3Q1","M3Q2","M3Q3","M3Q4","M3Q5","M3Q6","M3Q7","M3Q8","M3Q9","M3Q10","M4Q1","M4Q2","M4Q3","M4Q4","M4Q5","M4Q6","M4Q7","M4Q8","M4Q9","M4Q10","M5Q1","M5Q2","M5Q3","M5Q4","M5Q5","M5Q6","M5Q7","M5Q8","M5Q9","M5Q10","TTPD","TCPD","WTPD","INPD","MD12TT1","MD12TT2","MD12TT3","MD12TT4","MD12TT5","MD345TT1","MD345TT2","MD345TT3","MD345TT4","MD345TT5","MD12WT1","MD12WT2","MD12WT3","MD12WT4","MD12WT5","MD345WT1","MD345WT2","MD345WT3","MD345WT4","MD345WT5","MD12INC1","MD12INC2","MD12INC3","MD12INC4","MD12INC5","MD345INC1","MD345INC2","MD345INC3","MD345INC4","MD345INC5","M15TC1","M15TC2","M15TC3","M15TC4","M15TC5","M3TC1","M3TC2","M3TC3","M3TC4","M3TC5","MD12WH1","MD12WH2","MD12WH3","MD12WH4","MD12WH5","MD345WH1","MD345WH2","MD345WH3","MD345WH4","MD345WH5","MD12WM1","MD12WM2","MD12WM3","MD12WM4","MD12WM5","MD345WM1","MD345WM2","MD345WM3","MD345WM4","MD345WM5"
306,"R_1E5O3WQL4E4UFpd",1308,84,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,6,6,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,2,2,1,0,0,1,0,0,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.25,480,270.83,7,8,10,12,13,-5,0,10,20,25,476,478,480,482,484,460,470,480,490,500,268.57,269.7,270.83,271.96,273.09,259.55,265.19,270.83,276.47,282.11,0.75,1,1.25,1.5,1.75,-1.25,-0.25,1.25,2.75,3.75,7,7,8,8,8,7,7,8,8,8,56,58,0,2,4,40,50,0,10,20
307,"R_dbDmCZHoJDwX3AB",1370,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,2,2,1,2,1,0,0,0,0,1,"C","C","B","C","B","A","C","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.31,480,375,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,362.5,368.75,375,381.25,387.5,359.37,367.19,375,382.81,390.63,0.19,0.25,0.31,0.37,0.43,-2.19,-1.19,0.31,1.81,2.81,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
308,"R_1GP1hQycs0pgj0F",821,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,NA,2,1,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","B","A","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,210,120,70,80,100,120,130,85,90,100,110,115,170,190,210,230,250,190,200,210,220,230,97.14,108.57,120,131.43,142.86,108.57,114.29,120,125.71,131.43,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,2,3,3,3,4,3,3,3,3,3,50,10,30,50,10,10,20,30,40,50
309,"R_yRcBVWwlwfriyBP",1062,61,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,7,6,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,NA,-1,-1,2,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","C","C","B","A","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,480,154.76,31.5,36,45,54,58.5,30,35,45,55,60,462,471,480,489,498,460,470,480,490,500,148.96,151.86,154.76,157.66,160.56,148.31,151.54,154.76,157.98,161.21,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,42,51,0,9,18,40,50,0,10,20
310,"R_2EFAt308dsEG6Js",1272,40,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,1,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,NA,NA,1,0,1,0,1,2,2,2,1,0,0,0,0,1,"C","C","C","C","C","C","C","C","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,330,700,31.5,36,45,54,58.5,30,35,45,55,60,312,321,330,339,348,310,320,330,340,350,661.82,680.91,700,719.09,738.18,657.58,678.79,700,721.21,742.42,1.2,1.6,2,2.4,2.8,-0.5,0.5,2,3.5,4.5,5,5,5,5,5,5,5,5,5,5,12,21,30,39,48,10,20,30,40,50
311,"R_3pbSCLvfzfuOZzS",1011,30,0,1,0,0,0,1,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,5,5,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2,2,2,1,0,1,0,0,0,1,"C","C","C","A","B","A","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,13,420,35,35,40,50,60,65,35,40,50,60,65,400,410,420,430,440,400,410,420,430,440,33.33,34.17,35,35.83,36.67,33.33,34.17,35,35.83,36.67,7.8,10.4,13,15.6,18.2,10.5,11.5,13,14.5,15.5,6,6,7,7,7,6,6,7,7,7,40,50,0,10,20,40,50,0,10,20
312,"R_10Uy05Scm5457ot",1037,30,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,5,5,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,"B","C","A","B","B","A","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,10,390,300,21,24,30,36,39,15,20,30,40,45,378,384,390,396,402,370,380,390,400,410,290.77,295.38,300,304.62,309.23,284.62,292.31,300,307.69,315.38,6,8,10,12,14,7.5,8.5,10,11.5,12.5,6,6,6,6,6,6,6,6,6,6,18,24,30,36,42,10,20,30,40,50
313,"R_xae8j9JBC2OiJih",1189,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,NA,2,2,2,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","C","C","B","C","B","C","C","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0,480,9000,49,56,70,84,91,55,60,70,80,85,452,466,480,494,508,460,470,480,490,500,8475,8737.5,9000,9262.5,9525,8625,8812.5,9000,9187.5,9375,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,32,46,0,14,28,40,50,0,10,20
314,"R_2bW58GKxNldiZMd",2046,40,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,NA,NA,1,0,1,1,2,2,2,2,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","C","C","C","A","A","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,11,630,100,73.5,84,105,126,136.5,90,95,105,115,120,588,609,630,651,672,610,620,630,640,650,93.33,96.67,100,103.33,106.67,96.83,98.41,100,101.59,103.17,6.6,8.8,11,13.2,15.4,8.5,9.5,11,12.5,13.5,9,10,10,10,11,10,10,10,10,10,48,9,30,51,12,10,20,30,40,50
315,"R_tKVZIIfRJAAwKtP",2046,35,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,2,1,2,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","C","C","C","A","C","A","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,25,530,300,70,80,100,120,130,85,90,100,110,115,490,510,530,550,570,510,520,530,540,550,277.36,288.68,300,311.32,322.64,288.68,294.34,300,305.66,311.32,15,20,25,30,35,22.5,23.5,25,26.5,27.5,8,8,8,9,9,8,8,8,9,9,10,30,50,10,30,30,40,50,0,10
316,"R_1DJaZgbSTGx37hd",1087,39,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,2,0,0,1,1,1,1,0,0,0,1,0,"B","C","A","C","B","A","C","A","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26.25,420,500,15.4,17.6,22,26.4,28.6,7,12,22,32,37,411.2,415.6,420,424.4,428.8,400,410,420,430,440,489.52,494.76,500,505.24,510.48,476.19,488.1,500,511.9,523.81,15.75,21,26.25,31.5,36.75,23.75,24.75,26.25,27.75,28.75,6,6,7,7,7,6,6,7,7,7,51,56,0,4,9,40,50,0,10,20
317,"R_1Nh0ZjGZCk8PBbG",1241,40,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,6,6,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,2,2,2,1,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","A","C","C","A","C","C","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,29,360,170,42,48,60,72,78,45,50,60,70,75,336,348,360,372,384,340,350,360,370,380,158.67,164.33,170,175.67,181.33,160.56,165.28,170,174.72,179.44,17.4,23.2,29,34.8,40.6,26.5,27.5,29,30.5,31.5,5,5,6,6,6,5,5,6,6,6,36,48,0,12,24,40,50,0,10,20
319,"R_2ByCUFUmdekqcJB",1022,39,0,1,0,0,1,0,1,0,0,0,1,3,2,1,0,0,1,1,0,0,0,4,4,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,2,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","A","A","A","B","A","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,68.75,600,250,49,56,70,84,91,55,60,70,80,85,572,586,600,614,628,580,590,600,610,620,238.33,244.17,250,255.83,261.67,241.67,245.83,250,254.17,258.33,41.25,55,68.75,82.5,96.25,66.25,67.25,68.75,70.25,71.25,9,9,10,10,10,9,9,10,10,10,32,46,0,14,28,40,50,0,10,20
320,"R_3IbMcfqbU13XnOj",2102,35,0,1,0,0,1,0,1,0,0,1,0,1,3,1,0,0,1,1,0,0,0,5,4,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,2,2,1,0,1,0,0,0,1,"A","A","B","C","A","C","B","B","A","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,31.25,170,729,28,32,40,48,52,25,30,40,50,55,154,162,170,178,186,150,160,170,180,190,660.39,694.69,729,763.31,797.61,643.24,686.12,729,771.88,814.76,18.75,25,31.25,37.5,43.75,28.75,29.75,31.25,32.75,33.75,2,2,2,2,3,2,2,2,3,3,34,42,50,58,6,30,40,50,0,10
321,"R_yUTBVXA34V6UXex",1387,32,1,0,0,0,0,1,1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,5,4,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,NA,-1,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","A","B","A","A","B","C","B","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,480,50,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,47.5,48.75,50,51.25,52.5,47.92,48.96,50,51.04,52.08,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
322,"R_3I4PFWN6lPamyOh",1507,31,0,1,0,0,1,0,1,0,0,1,0,5,1,1,0,0,1,0,0,1,0,5,4,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","B","B","C","A","B","C","A","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,5,480,240,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,228,234,240,246,252,230,235,240,245,250,3,4,5,6,7,2.5,3.5,5,6.5,7.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
323,"R_2Sf4Ke8rxKaMIl3",2047,29,1,0,0,0,0,1,1,0,0,1,0,1,4,1,0,1,0,1,0,0,0,5,5,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,NA,NA,1,0,-1,NA,2,2,1,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B","C","B","C","C","B","C","C","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0,480,100,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,96.67,98.33,100,101.67,103.33,95.83,97.92,100,102.08,104.17,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
324,"R_1HduN9vFBmFzuHj",1222,35,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,1,0,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,NA,NA,1,0,2,1,1,-1,1,2,1,0,0,0,1,0,"C","A","B","C","B","C","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,8,480,200,28,32,40,48,52,25,30,40,50,55,464,472,480,488,496,460,470,480,490,500,193.33,196.67,200,203.33,206.67,191.67,195.83,200,204.17,208.33,4.8,6.4,8,9.6,11.2,5.5,6.5,8,9.5,10.5,7,7,8,8,8,7,7,8,8,8,44,52,0,8,16,40,50,0,10,20
325,"R_1dKMKInTKvZ6e4G",1251,25,1,0,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,2,1,2,2,1,0,1,0,0,0,1,"C","A","C","B","B","C","A","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,5,360,20,35,40,50,60,65,35,40,50,60,65,340,350,360,370,380,340,350,360,370,380,18.89,19.44,20,20.56,21.11,18.89,19.44,20,20.56,21.11,3,4,5,6,7,2.5,3.5,5,6.5,7.5,5,5,6,6,6,5,5,6,6,6,40,50,0,10,20,40,50,0,10,20
326,"R_3fZV6EhKZodMSiZ",1605,30,0,1,0,0,1,0,1,0,0,0,1,2,3,2,0,0,1,1,0,0,0,5,5,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,2,1,2,2,2,2,1,0,0,0,1,0,"C","C","A","A","B","A","C","A","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,19,420,700,35,40,50,60,65,35,40,50,60,65,400,410,420,430,440,400,410,420,430,440,666.67,683.33,700,716.67,733.33,666.67,683.33,700,716.67,733.33,11.4,15.2,19,22.8,26.6,16.5,17.5,19,20.5,21.5,6,6,7,7,7,6,6,7,7,7,40,50,0,10,20,40,50,0,10,20
327,"R_1FgllPTOOcvpIIL",2375,40,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,2,NA,2,2,1,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","B","B","A","A","A","A","A","C","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,0,240,4000,54.6,62.4,78,93.6,101.4,63,68,78,88,93,208.8,224.4,240,255.6,271.2,220,230,240,250,260,3480,3740,4000,4260,4520,3666.67,3833.33,4000,4166.67,4333.33,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,3,3,4,4,4,3,3,4,4,4,29,44,0,16,31,40,50,0,10,20
328,"R_2WGqjXTnWxwL8sJ",2758,34,0,1,0,0,1,0,0,1,0,1,0,1,2,1,0,1,0,1,0,0,0,5,5,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,2,0,2,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","A","C","C","A","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,505,200,42,48,60,72,78,45,50,60,70,75,481,493,505,517,529,485,495,505,515,525,190.5,195.25,200,204.75,209.5,192.08,196.04,200,203.96,207.92,12,16,20,24,28,17.5,18.5,20,21.5,22.5,8,8,8,8,8,8,8,8,8,8,1,13,25,37,49,5,15,25,35,45
329,"R_ZrTtQ5KMNa66l7X",3029,57,0,0,1,0,0,1,1,0,1,0,0,2,0,1,0,1,0,0,1,0,0,5,5,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,2,2,2,2,2,2,1,0,0,1,0,0,"B","C","A","A","B","A","B","A","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1.25,480,65,25.2,28.8,36,43.2,46.8,21,26,36,46,51,465.6,472.8,480,487.2,494.4,460,470,480,490,500,63.05,64.02,65,65.98,66.95,62.29,63.65,65,66.35,67.71,0.75,1,1.25,1.5,1.75,-1.25,-0.25,1.25,2.75,3.75,7,7,8,8,8,7,7,8,8,8,46,53,0,7,14,40,50,0,10,20
330,"R_1jqsKIKUY9wETgh",11644,18,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,3,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,1,1,0,1,1,0,1,0,1,0,0,"B","A","A","B","B","C","A","B","B","C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,10,480,100,23.8,27.2,34,40.8,44.2,19,24,34,44,49,466.4,473.2,480,486.8,493.6,460,470,480,490,500,97.17,98.58,100,101.42,102.83,95.83,97.92,100,102.08,104.17,6,8,10,12,14,7.5,8.5,10,11.5,12.5,7,7,8,8,8,7,7,8,8,8,46,53,0,7,14,40,50,0,10,20
331,"R_2urgrQ3MlE5UK6L",13381,22,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,3,3,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,-1,2,-1,2,2,2,1,0,0,1,0,0,"C","A","A","B","B","C","A","B","B","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,10,540,108,16.8,19.2,24,28.8,31.2,9,14,24,34,39,530.4,535.2,540,544.8,549.6,520,530,540,550,560,106.08,107.04,108,108.96,109.92,104,106,108,110,112,6,8,10,12,14,7.5,8.5,10,11.5,12.5,8,8,9,9,9,8,8,9,9,9,50,55,0,5,10,40,50,0,10,20
332,"R_WwVwP9ZqL6Sz48F",434,40,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,5,3,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,NA,NA,0,1,1,1,1,1,1,1,1,0,0,1,0,0,"A","A","A","A","A","B","B","A","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8.33,480,120,12.6,14.4,18,21.6,23.4,3,8,18,28,33,472.8,476.4,480,483.6,487.2,460,470,480,490,500,118.2,119.1,120,120.9,121.8,115,117.5,120,122.5,125,5,6.66,8.33,10,11.66,5.83,6.83,8.33,9.83,10.83,7,7,8,8,8,7,7,8,8,8,53,56,0,4,7,40,50,0,10,20
333,"R_pFqy0ZA4y1yMqJz",652,30,0,1,0,0,1,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,5,5,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,2,1,2,2,2,0,1,0,0,1,0,"A","A","C","C","C","C","B","B","A","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,24.25,465,500,35,40,50,60,65,35,40,50,60,65,445,455,465,475,485,445,455,465,475,485,478.49,489.25,500,510.75,521.51,478.49,489.25,500,510.75,521.51,14.55,19.4,24.25,29.1,33.95,21.75,22.75,24.25,25.75,26.75,7,7,7,7,8,7,7,7,7,8,25,35,45,55,5,25,35,45,55,5
334,"R_2zI3K8rweGWiEbK",611,41,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,5,2,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,2,2,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C","C","B","B","B","A","A","B","B","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,12.5,300,25,63,72,90,108,117,75,80,90,100,105,264,282,300,318,336,280,290,300,310,320,22,23.5,25,26.5,28,23.33,24.17,25,25.83,26.67,7.5,10,12.5,15,17.5,10,11,12.5,14,15,4,4,5,5,5,4,4,5,5,5,24,42,0,18,36,40,50,0,10,20
335,"R_21o1ke8r7HBn2l8",928,42,0,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,1,1,0,0,0,6,6,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,NA,2,2,2,1,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A","A","C","C","A","C","A","C","C","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,480,2083.33,42,48,60,72,78,45,50,60,70,75,456,468,480,492,504,460,470,480,490,500,1979.16,2031.25,2083.33,2135.41,2187.5,1996.52,2039.93,2083.33,2126.73,2170.14,0,0,0,0,0,-2.5,-1.5,0,1.5,2.5,7,7,8,8,8,7,7,8,8,8,36,48,0,12,24,40,50,0,10,20
